TimeStamp,Delta_TP9,Delta_AF7,Delta_AF8,Delta_TP10,Theta_TP9,Theta_AF7,Theta_AF8,Theta_TP10,Alpha_TP9,Alpha_AF7,Alpha_AF8,Alpha_TP10,Beta_TP9,Beta_AF7,Beta_AF8,Beta_TP10,Gamma_TP9,Gamma_AF7,Gamma_AF8,Gamma_TP10,RAW_TP9,RAW_AF7,RAW_AF8,RAW_TP10,AUX_RIGHT,Accelerometer_X,Accelerometer_Y,Accelerometer_Z,Gyro_X,Gyro_Y,Gyro_Z,HeadBandOn,HSI_TP9,HSI_AF7,HSI_AF8,HSI_TP10,Battery,Elements
2021-04-25 22:31:28.024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2021-04-25 22:31:28.863,0.8094512352824583,1.190154299307129,0.9984863650339312,0.8553058013737721,0.4246881130407915,1.158853910290606,0.5340816902711628,0.6057773581016518,0.4655714877193979,0.9163606055087254,0.6104339916203845,0.682189735337041,0.5067426177885572,0.09171968596862527,0.2408635930462844,0.6784538622008957,0.1773807422105444,-0.2905559039372553,-0.1953253737812875,0.4526438031292382,850.5860805860806,781.2820512820513,782.0879120879121,841.3186813186813,867.9120879120879,-0.119751,0.058228,0.992126,4.501038,-2.474823,-1.824341,1,1,1,1,1,45.000000
2021-04-25 22:31:29.872,1.159170158389395,1.40388520915316,1.395245816956411,1.713663185293806,0.8940668028385972,1.25422664587636,0.8792344638270407,1.379349899912881,0.9659077384375424,0.9241934906768118,0.6046095663956788,1.216977184898539,0.6382510734807492,0.1448175424269437,0.1203415777122998,0.5791176892782827,0.04988101009160107,-0.01575719615141967,-0.09288243573414763,0.4020955095272906,804.6520146520147,773.2234432234433,791.3553113553114,813.5164835164835,707.948717948718,-0.104248,0.044006,1.001282,1.203766,-2.011261,-7.880554,1,1,1,1,1,45.000000
2021-04-25 22:31:30.178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2021-04-25 22:31:30.863,1.218697941444462,1.41147751186893,1.487196149439963,1.787172501012998,0.9732770849370647,1.051955817377408,0.9706772136741907,1.448208849024765,0.9659077384375424,0.8822132343062057,0.734363240628334,1.216977184898539,0.7207845679899524,0.2741128198158161,0.07691030987445822,0.6202981254945099,0.08476939628461687,-0.08483172571617162,-0.09026002798103627,0.4535753191056803,809.4871794871796,795.7875457875458,782.893772893773,799.4139194139194,716.007326007326,-0.152283,0.013062,0.994141,7.693634,-4.074860,6.818848,1,1,1,1,1,45.000000
2021-04-25 22:31:31.058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2021-04-25 22:31:31.862,1.305542683417029,1.543285077056003,1.175030714856738,1.83861471155236,1.082513493053003,1.09380294971448,0.7511766115762232,1.501395929611522,0.9616020526733988,1.071247111777,0.7033819125613743,1.216977184898539,0.7999680143353909,0.2252560696161336,0.1865724714999829,0.6463886860475424,0.176587598748531,-0.04726436840086052,-0.07763845278794941,0.4948397255127877,849.7802197802198,758.7179487179487,836.4835164835165,874.7619047619048,807.8754578754579,-0.165466,-0.019897,0.980835,4.022522,-4.994507,4.957123,1,1,1,1,1,45.000000
2021-04-25 22:31:32.862,1.151792262200158,1.398706495172422,1.062448149611598,1.123699185399419,0.8270278601292583,1.010864109769974,0.5195022558013203,0.7593196274928798,0.587716921222263,1.100013175186607,0.5421487858432554,0.4293784625223891,0.3773139028287153,0.08994363685402536,0.152300158760755,0.6049593207032756,0.2672670982053934,-0.04679157974488124,-0.2924840251195261,0.1522734988442368,787.7289377289378,778.0586080586081,782.0879120879121,788.1318681318681,670.8791208791209,-0.114380,-0.050232,0.994507,6.983337,-0.441132,-2.325287,1,1,1,1,1,45.000000
2021-04-25 22:31:32.893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2021-04-25 22:31:33.862,1.151792262200158,1.034261136146087,1.134326730661264,1.123699185399419,0.8270278601292583,0.604198911247289,0.6706467734697752,0.7593196274928798,0.587716921222263,0.7758246380654459,0.6355638178729461,0.4293784625223891,0.3773139028287153,0.2696859581418791,0.2700139952250414,0.6049593207032756,0.2672670982053934,-0.03290737122641622,-0.1427645375548123,0.1522734988442368,745.4212454212454,827.2161172161173,759.5238095238095,745.0183150183151,683.7728937728938,-0.142456,0.005493,0.981750,9.114227,0.179443,-2.781372,1,1,1,1,1,45.000000
2021-04-25 22:31:34.036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2021-04-25 22:31:34.875,1.151792262200158,1.580887038015958,1.245147778207063,1.123699185399419,0.8270278601292583,1.160256021264592,0.9991502411756165,0.7593196274928798,0.587716921222263,1.072467450970403,0.9736839024563611,0.4293784625223891,0.3773139028287153,0.2038604791459906,0.2777809518065402,0.6049593207032756,0.2672670982053934,-0.004913894791453451,-0.121171553309098,0.1522734988442368,807.8754578754579,781.2820512820513,784.5054945054945,824.7985347985348,890.8791208791209,-0.132263,0.139099,0.978149,6.661835,-7.813263,5.727234,1,1,1,1,1,45.000000
2021-04-25 22:31:35.867,0.7950153865363465,1.160532176870124,0.6745395268506325,0.7540868576112165,0.4918398517253266,0.689363199282253,0.6719084992360222,0.05863247698503855,0.5991435384856189,0.9462367188798216,0.8042135208101832,0.6640542760562544,0.4375218343265387,0.1245224834282022,0.1737173504198505,0.7264259568687852,0.4610155965931432,0.02583782190982899,-0.07059914020521854,0.6035645580358551,786.1172161172161,790.952380952381,779.6703296703297,788.9377289377289,654.3589743589744,-0.175659,0.023865,0.989075,1.046753,-1.383209,-1.607513,1,1,1,1,1,45.000000
2021-04-25 22:31:36.265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2021-04-25 22:31:36.460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2021-04-25 22:31:36.874,0.8421817613387512,0.8824381033648505,0.09235962436246829,0.7715317203768783,0.5211600513617477,1.026435847025715,0.4019826892880404,0.5445061335190838,0.8587161555627203,0.7978527195053773,0.3870567028825893,0.8742407732252251,0.3810980226991995,0.2724415960757336,0.2554169898347647,0.6434240337122759,0.3929316443564814,0.2041176312192534,-0.02201231811725282,0.4573729099509515,886.8498168498169,768.3882783882784,763.5531135531136,896.1172161172161,740.1831501831502,-0.178467,0.006897,0.988586,4.725342,-4.553375,4.874878,1,1,1,1,1,45.000000
2021-04-25 22:31:36.987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2021-04-25 22:31:37.863,0.936999339336452,1.414287772063703,1.142647763998674,0.807636143765278,0.5679685457874172,1.289248169827102,0.8851948083539249,0.8491055705164613,0.8537454191275577,0.8641112790145342,0.6602577578713523,0.7447522975427761,0.3552017478585699,0.2952368813670792,0.2884148399470984,0.4533302179295872,0.3284550479775739,0.197306013986032,-0.1191110443155447,0.14878813728616,823.992673992674,766.7765567765568,768.3882783882784,798.2051282051282,873.956043956044,-0.172729,0.049316,0.990295,2.945862,-2.235565,-3.327179,1,1,1,1,1,45.000000
